1	8
2	1
3	6
4	0
5	9
6	18
7	6
8	5
9	6
10	20
11	26
12	39
13	62
14	72
15	58
16	75
17	79
18	81
19	149
20	154
21	163
22	130
23	137
24	106
25	120
26	84
27	71
28	46
29	25
30	15
31	8
32	10
33	22
34	8
35	14
36	25
37	18
38	8
39	18
40	16
41	14
42	13
43	9
44	11
45	9
46	7
47	6
48	6
49	11
50	10
51	9
52	3
53	5
54	3
55	0
56	3
57	2
58	2
59	5
60	6
61	2
62	5
63	5
64	11
65	6
66	5
67	8
68	3
69	6
70	6
71	3
72	4
73	3
74	2
75	1
76	3
77	0
78	4
79	2
80	3
81	5
82	1
83	4
84	2
85	2
86	2
87	0
88	0
89	1
90	2
91	2
92	3
93	0
94	1
95	3
96	2
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	1
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	1
113	0
114	0
115	0
116	1
117	0
118	0
119	0
120	0
121	1
122	1
123	0
124	0
125	0
126	0
127	0
128	1
129	0
130	0
131	0
132	0
133	0
134	1
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	1
192	0
193	0
194	0
195	0
196	0
197	1
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	1
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	1
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	1
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	1
